Latitude,Longitude,Distance_from_center,IncGeo_BoroughName_encoded,Cluster
51.51073075,-0.147781897,1862.4997202803063,32,0
51.49842583,0.104474223,15712.03912826753,10,1
51.50164633,-0.22561067,7272.980081281425,12,4
51.51126308,-0.426246308,21168.00367419254,16,2
51.4633844,-0.183430426,6569.324504069721,31,4
51.5402417,-0.074464661,4847.013716323103,11,4
51.50504324,-0.106411858,1084.1349453515766,27,0
51.49160468,-0.149580359,2673.1272103036813,32,0
51.43739749,-0.347048145,17533.604052193103,26,1
51.59249503,-0.059581493,10335.871673144347,13,3
51.51274073,-0.313250332,13332.276847638723,8,3
51.6040266,-0.329233903,17947.16560523903,14,1
51.52631846,-0.140604039,2444.0505456305405,5,0
51.62319409,-0.273647347,16610.42071798097,1,1
51.43608575,-0.350318273,17802.278665457405,26,1
51.5194902,-0.142698487,1963.0319792920516,32,0
51.52198277,-0.135994947,1865.3598675991745,5,0
51.51600345,-0.301916655,12566.54539248518,8,3
51.57525437,-0.323175098,15877.8597733777,3,1
51.6061272,-0.346110951,19032.8706259079,14,2
51.45168467,-0.439448751,22964.271905721973,17,2
51.5327407,-0.0423538,6136.274962895449,29,4
51.51958355,-0.149743253,2360.0635186290656,32,0
51.54406365,-0.136231704,4150.235111966843,5,0
51.4820028,-0.185989321,5336.318314290963,19,4
51.40800486,-0.033983747,12664.821666301355,4,3
51.58108149,-0.258297344,12508.644189279088,3,3
51.52489257,-0.136885177,2173.881954088174,5,0
51.5002159,-0.216084916,6633.878665525448,12,4
51.5805475,-0.124448457,8080.672329085798,13,4
51.45035101,-0.126665688,6415.766665646362,21,4
51.51026755,-0.131616769,760.0238970149828,32,0
51.51141624,-0.127520061,578.8425931275973,32,0
51.5461105,-0.122475362,4247.750712309245,18,0
51.53937746,-0.14240773,3791.5787078215885,5,0
51.51539428,-0.139593449,1515.463557340644,32,0
51.64902383,-0.12834458,15702.724512796309,9,1
51.60264115,-0.193169646,11653.882633897141,1,3
51.46823168,-0.36431982,17442.641600960273,17,1
51.54717891,0.14456964,18959.920401958985,0,1
51.50610878,-0.09557452,1799.2000038446567,27,0
51.5127522,-0.085497045,2544.2810599604272,6,0
51.62175418,-0.098408139,12761.055943539013,9,3
51.528558,-0.071584206,4145.2216422636175,29,0
51.521983,-0.136009353,1865.9270252814058,5,0
51.58822816,-0.040375077,10550.402710468097,30,3
51.45247266,-0.004583538,10188.928961318295,22,3
51.4735947,-0.324443304,14612.409182576766,17,1
51.49812252,-0.409396123,20027.80927092334,17,2
51.51400956,-0.303950886,12693.907696797165,8,3
51.49340055,-0.262896395,9960.523918442781,17,3
51.45084276,0.181790557,21992.291115465836,2,2
51.52638723,-0.261813759,9963.683756064738,8,3
51.4375496,-0.002240946,11390.311658841687,22,3
51.45203351,0.052639013,13589.813169238349,10,1
51.47490331,-0.200886892,6634.654097500182,12,4
51.49632171,-0.179773376,4258.067833421758,19,0
51.29952293,-0.123286075,23182.95131043631,7,2
51.56806599,-0.09932094,6861.361231918138,11,4
51.5760927,-0.028816218,9933.338924824217,30,3
51.56235605,-0.066908993,7134.9596731227675,11,4
51.48778046,-0.291701911,12039.537999176448,17,3
51.52917171,-0.024701381,7110.014087358482,29,4
51.41476944,-0.282431118,15254.534297686138,20,1
51.47313019,-0.053303339,6107.442734871195,27,4
51.47818496,0.05005421,12352.337603719354,10,3
51.41476944,-0.282431118,15254.534297686138,20,1
51.49750763,-0.127153938,1227.9751558491848,32,0
51.54161694,-0.071695376,5089.512393848361,11,4
51.46359653,-0.081033617,5670.325896573925,27,4
51.52389887,-0.117450252,1796.503659629233,5,0
51.53189747,-0.107085082,2843.306114925184,18,0
51.36359479,-0.156553789,16241.145053030083,28,1
51.62697786,-0.270455287,16800.08548722145,1,1
51.53242971,-0.030212351,6885.504246447956,29,4
51.5323969,-0.030401208,6872.026280751142,29,4
51.51600415,-0.059589586,4378.367548208088,29,4
51.45445669,-0.192881644,7751.219983874039,31,4
51.55826244,-0.007110172,9702.663633860799,30,3
51.5341776,0.051920826,12372.571920561546,24,3
51.53654403,-0.303285897,13021.633912114929,3,3
51.49648843,-0.150765567,2407.6351655981316,32,0
51.38924259,-0.198225695,14243.251098429944,23,1
51.52666649,-0.084004872,3324.619553851004,11,0
51.54407072,-0.154316543,4626.130093335111,5,4
51.52903392,-0.215866336,6968.241400081541,32,4
51.37618281,-0.130313367,14668.5628798576,28,1
51.45258901,-0.405077377,20647.145194109,17,2
51.55683766,0.013124729,10798.9103197377,30,3
51.57815988,-0.342883808,17239.05130072557,14,1
51.51706316,-0.100637824,1759.0491022863218,6,0
51.65118782,-0.068191008,16356.036754964623,9,1
51.57709411,0.177541933,22113.241140765374,15,2
51.52078858,-0.150314217,2468.431459756306,32,0
51.49060855,-0.049288552,5360.037260784263,27,4
51.44094041,-0.050887918,8914.863424334832,22,3
51.50498658,-0.09458383,1885.2111827778335,27,0
51.61732566,-0.333598748,19096.35027373842,14,2
51.51521645,-0.135190355,1258.0288355735383,32,0
51.46316088,-0.167329613,5916.770879916108,31,4
51.51652328,-0.059985502,4363.734635165184,29,4
51.44831438,-0.223476254,9711.819928205701,31,3
51.65728181,-0.023763363,17937.35082427465,9,1
51.64467728,-0.047018575,16060.188797858144,9,1
51.50620169,-0.110773293,757.5085105336582,21,0
51.52415102,-0.134926092,2036.2155160601442,5,0
51.46257073,-0.268169681,11378.002446316546,26,3
51.40264483,-0.292719401,16704.047527086077,20,1
51.46488773,-0.070944823,5930.331073214854,27,4
51.35221604,-0.195657048,18075.716011828332,28,1
51.58676707,-0.024023893,11065.95806766744,30,3
51.4922386,-0.159004774,3144.7364384008783,19,0
51.56885386,0.179139714,21918.39407212248,15,2
51.51574321,-0.154280521,2446.775013938037,32,0
51.52489257,-0.136885177,2173.881954088174,5,0
51.52208511,-0.139608944,2022.0982372825351,5,0
51.52519673,-0.446841443,22672.29786694068,16,2
51.51731293,-0.166641483,3313.7958938166016,32,0
51.56354536,-0.102813294,6318.4103986660975,18,4
51.528558,-0.071584206,4145.2216422636175,29,0
51.45824314,-0.349706576,16796.722058305928,17,1
51.52558594,-0.080071344,3472.1097955764117,11,0
51.60244747,-0.017495139,12743.38064299793,30,3
51.54524849,0.039510683,11907.571016992682,24,3
51.65237005,-0.20030039,16973.93550349417,1,1
51.55694415,0.014254648,10872.631145160314,30,3
51.61944089,-0.077313067,12774.331118117429,9,3
51.4995502,-0.13117644,1156.0816830157598,32,0
51.65177865,-0.05822013,16588.771736144008,9,1
51.60229808,-0.057488528,11392.839527291339,13,3
51.47418805,-0.384006816,18622.51197852967,17,1
51.52128345,-0.169249577,3642.6287779960803,32,0
51.53088129,-0.236944846,8419.94818868636,12,4
51.4680045,-0.366084448,17567.630017071846,17,1
51.36412509,-0.098554191,16074.764885361255,7,1
51.45419188,-0.016872817,9400.720918363893,22,3
51.58281476,-0.134675441,8381.262967274542,13,4
51.61592342,-0.110424332,12036.841062005951,9,3
51.60444056,-0.067419237,11368.065430478016,13,3
51.54839822,-0.380470412,18535.11255068339,8,1
51.53787662,-0.05702952,5568.239259885653,29,4
51.5457623,-0.008680425,8877.289650442039,24,3
51.51805828,-0.460574309,23572.666088448477,16,2
51.3771928,-0.123734193,14543.889175975644,7,1
51.44151465,-0.434068356,22946.11383566967,17,2
51.4877944,-0.39453046,19100.051401929486,17,2
51.49673879,-0.135339872,1579.9461461279814,32,0
51.57726638,-0.016280888,10610.482447746941,30,3
51.52986026,-0.120765373,2439.67539150887,5,0
51.42362317,-0.211243519,11268.354280262141,23,3
51.39776087,0.109366035,20181.078211428565,4,2
51.52192339,-0.10311672,2005.043556553229,18,0
51.55007549,-0.295065729,12933.985204408073,3,3
51.39026309,-0.0713542,13542.146397842449,7,1
51.45418991,-0.316359146,14806.34413508616,26,1
51.53773605,-0.07138358,4796.303598410821,11,4
51.55339114,-0.294884203,13060.160697810714,3,3
51.52638723,-0.261813759,9963.683756064738,8,3
51.51385678,-0.143014223,1643.2909942609538,32,0
51.49995201,-0.141749936,1672.62895897588,32,0
51.49405267,-0.169188846,3663.893026385014,19,0
51.57828823,0.185869181,22700.899396783065,15,2
51.54572113,0.068492493,13826.143676745507,24,1
51.40901819,-0.151491654,11200.574080359396,23,3
51.51154794,-0.075113335,3233.0562888277946,6,0
51.48101924,-0.049654812,5807.776368867994,22,4
51.52984159,-0.10562772,2669.7433667073074,18,0
51.50582967,-0.148917399,1929.3986572954434,32,0
51.47322537,-0.05849753,5825.907757534178,27,4
51.48032467,-0.435318417,22017.022373757296,16,2
51.51910242,-0.209134203,6219.790348984211,19,4
51.52687486,-0.100676265,2548.4901703411197,18,0
51.35168654,-0.310955358,21815.37964718386,20,2
51.5101064,-0.139016355,1251.454958316761,32,0
51.39430936,-0.303925211,17910.571826123694,20,1
51.51246365,-0.133429263,979.7019327233868,32,0
51.43178465,-0.06547703,9316.773326784323,22,3
51.50990686,-0.138909201,1240.0342736329958,32,0
51.51384672,-0.12992812,888.4857528402575,32,0
51.56122321,-0.258710517,11224.109853839416,3,3
51.57883327,0.002636676,11668.123998184656,30,3
51.514175,-0.134166378,1129.8556300886346,32,0
51.51964745,-0.097517652,2104.6871253197132,6,0
51.52130704,-0.155828477,2819.1884115336425,32,0
51.51405789,-0.085053133,2608.5022136448924,6,0
51.59435218,-0.218576451,11743.081988529282,1,3
51.39461198,0.132782163,21698.99124407749,4,2
51.50723531,-0.196428847,5213.782210268475,19,4
51.47688229,0.166011534,20250.3209834353,2,2
51.40970193,-0.149796036,11104.28065808428,23,3
51.34213281,-0.015825559,19848.967218282934,7,2
51.56459973,-0.444041122,23257.409734672558,16,2
51.50852985,-0.022366774,6869.847978870556,29,4
51.54029046,-0.42027014,21053.370430593714,16,2
51.53920577,-0.100797189,3759.351770797751,18,0
51.51072536,-0.086936746,2407.3889759986055,6,0
51.49318799,-0.23360317,7965.489186517216,12,4
51.494107,-0.090816664,2617.6209368174996,27,0
51.55180429,-0.295837754,13054.37113905482,3,3
51.55962823,-0.457064486,23990.951978427707,16,2
51.45312089,-0.358267996,17549.895879018957,26,1
51.53170769,0.029533831,10798.669333093836,24,3
51.52325399,-0.127164025,1751.9713911594113,5,0
51.62625303,-0.17503899,13678.619587367615,1,1
51.52578175,-0.257367849,9647.942058802422,8,3
51.53367281,-0.277785778,11228.718929231978,3,3
51.45070135,-0.006186364,10222.200110875083,22,3
51.46469756,-0.420045262,21295.04196373884,17,2
51.53170769,0.029533831,10798.669333093836,24,3
51.61492588,-0.445801551,25450.83460684039,16,2
51.5234562,-0.076326404,3568.974876413402,11,0
51.4914462,-0.121510631,1833.7613178428126,21,0
51.51859304,-0.258334233,9582.875404699234,8,3
51.53170769,0.029533831,10798.669333093836,24,3
51.6103322,0.034626729,15706.852454267851,25,1
51.41731753,-0.054222584,11105.873717352235,4,3
51.52325399,-0.127164025,1751.9713911594113,5,0
51.51525558,-0.141054805,1593.3432224086218,32,0
51.51802564,-0.14618857,2058.7511184586842,32,0
51.57821487,-0.121975447,7818.420015381609,13,4
51.54980311,-0.220952728,8335.2039379001,3,4
51.44626948,0.015293915,11709.638698914547,22,3
51.63441193,0.017568444,17049.244952436537,30,1
51.4389783,-0.388875324,20106.004585899915,17,2
51.42097706,-0.277725039,14547.731473616977,20,1
51.52679067,-0.023218626,7124.8819793430885,29,4
51.56279338,0.009304697,10926.06400654486,30,3
51.51671305,-0.086296585,2620.4139065560125,6,0
51.43199966,-0.018596171,11058.182485382049,22,3
51.5128123,-0.133299707,992.6725638967372,32,0
51.45612155,0.150647675,19750.573301798668,2,2
51.51782001,-0.106847477,1490.0393958147322,6,0
51.38956325,-0.16499641,13512.070835032688,23,3
51.35123449,-0.021205882,18769.647459585478,7,1
51.46809605,-0.333614408,15393.663101203289,17,1
51.46334785,-0.117265426,4967.337528359895,21,4
51.50960113,-0.443206799,22343.177378343407,16,2
51.52336387,-0.274484614,10767.315030735475,8,3
51.56818801,0.010408271,11333.481573032845,30,3
51.51114109,-0.118754663,399.2718956232787,32,0
51.38076627,0.104287466,21120.749933402025,4,2
51.44602726,-0.017989207,9947.19260172283,22,3
51.55338345,-0.167859543,5998.875675144225,5,4
51.46437682,-0.233693477,9185.184931052429,26,3
51.58419712,-0.176869149,9317.366266039999,1,3
51.50408355,-0.150529999,2071.849777716677,32,0
51.52921454,-0.119191652,2372.171214795719,5,0
51.5156967,0.052474011,12094.82901953612,24,3
51.50474545,-0.43040449,21457.83224054577,16,2
51.50758191,-0.125616637,300.2273196629446,32,0
51.44802988,-0.064632257,7740.051270951978,27,4
51.50448509,-0.474720218,24534.147145457675,16,2
51.58633834,0.201658069,24040.41874705265,15,2
51.4374829,0.096332178,17031.349387743838,2,1
51.58599336,-0.063380587,9568.735113166565,13,3
